1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.)
38,'North Dakota',000000015128300,'County Highway Agency','029','Emmons County','0','0','No Place Code',2003,25,'Concrete','Culvert',2,20.7,'BEAVER CREEK            ','17TH AVE SE       ','Good',22,562.8
38,'North Dakota',000000015124420,'County Highway Agency','029','Emmons County','0','0','No Place Code',2001,100,'Concrete','Culvert',2,28.5,'CREEK                   ','96TH ST SE        ','Good',24,1723.1
38,'North Dakota',000000014101020,'County Highway Agency','027','Eddy County','0','0','No Place Code',1968,10,'Prestressed Concrete','Box Beam or Girders - Multiple',1,61.4,'SHEYENNE RIVER          ','COUNTY HIGHWAY    ','Fair',57,1529.8
38,'North Dakota',000000052132210,'County Highway Agency','103','Wells County','0','0','No Place Code',2009,20,'Concrete','Culvert',2,28.9,'CREEK                   ','COUNTY ROAD       ','Good',16,805.1
38,'North Dakota',000000052135080,'County Highway Agency','103','Wells County','0','0','No Place Code',1990,10,'Prestressed Concrete','Stringer/Multi-beam or Girder',1,94.2,'N ROCKFORD CANAL NR2-3  ','COUNTY HIGHWAY    ','Good',35,2873
38,'North Dakota',000000036103280,'County Highway Agency','071','Ramsey County','0','0','No Place Code',1935,20,'Steel','Stringer/Multi-beam or Girder',1,40,'COULEE                  ','IRRFT COUNTY HIWAY','Poor',90,722.3
38,'North Dakota',0094208702     ,'State Highway Agency','043','Kidder County','0','0','No Place Code',1966,650,'Prestressed Concrete Continuous','Stringer/Multi-beam or Girder',4,240.2,'I-94/DAWSON INTERCHANGE ','ND HIGHWAY 3 SOUTH','Fair',59,8667.1
38,'North Dakota',000000052136010,'County Highway Agency','103','Wells County','0','0','No Place Code',2013,20,'Prestressed Concrete','Box Beam or Girders - Single or Spread',2,111.9,'SHEYENNE RIVER          ','COUNTY HIGHWAY    ','Good',12,3413.6
38,'North Dakota',000000048122440,'County Highway Agency','095','Towner County','15860','','',1946,20,'Steel','Stringer/Multi-beam or Girder',1,36.1,'CREEK                   ','COUNTY HIGHWAY    ','Poor',74,651.2
38,'North Dakota',000000036111011,'County Highway Agency','071','Ramsey County','43100','','',1940,5,'Prestressed Concrete','Tee Beam',1,24,'COULEE                  ','COUNTY HIGHWAY    ','Poor',81,432.2
38,'North Dakota',0017048307     ,'State Highway Agency','095','Towner County','0','0','No Place Code',1962,300,'Concrete','Culvert',3,30.8,'CREEK                   ','ND HIGHWAY 17     ','Fair',63,1082.6
38,'North Dakota',000000048122430,'County Highway Agency','095','Towner County','0','0','No Place Code',1968,20,'Concrete','Channel Beam',1,30.8,'CREEK                   ','COUNTY HIGHWAY    ','Fair',57,789.2
38,'North Dakota',000000036107130,'County Highway Agency','071','Ramsey County','0','0','No Place Code',1940,5,'Steel','Stringer/Multi-beam or Girder',1,24,'COULEE                  ','COUNTY HIGHWAY    ','Poor',85,432.2
38,'North Dakota',0281156665     ,'State Highway Agency','005','Benson County','0','0','No Place Code',2005,675,'Prestressed Concrete Continuous','Stringer/Multi-beam or Girder',3,186,'ROUND LAKE              ','US HIGHWAY 281    ','Good',20,7934.1
38,'North Dakota',000000036105160,'County Highway Agency','071','Ramsey County','0','0','No Place Code',1937,10,'Steel','Stringer/Multi-beam or Girder',1,24,'COULEE                  ','COUNTY HIGHWAY    ','Poor',88,432.2
38,'North Dakota',000000036109160,'County Highway Agency','071','Ramsey County','0','0','No Place Code',1983,50,'Prestressed Concrete','Tee Beam',1,40,'ST. JOE COULEE          ','COUNTY HIGHWAY    ','Poor',42,1273.8
38,'North Dakota',000000048122400,'County Highway Agency','095','Towner County','0','0','No Place Code',1992,63,'Concrete','Culvert',2,25.9,'CREEK                   ','COUNTY HIGHWAY    ','Good',33,671.8
